id,objectid,parentid,title,display_template,format,type,object_location,image_small,image_thumb,credits,caption,represents,uri,accession_number,actual_weight,architect,architect_evidence,architectural_order,assoc_building,attributed_by,beazley_number,building_type,category,ceramic_phase,collection,collection_history,commentary,comparanda,condit,condition_description,context,context_mod,culture,date_description,date_for_sort,decoration_description,denomination,description,die_axis,dimensions,documentary_references,donor,end_date,end_mod,entered_by,essay_number,essay_text,exploration,extent,findspot,findspot_mod,form_style_description,graffiti,history,human_name,image,images,in_group,in_whole,inscription,inscription_bibliography,inscriptions,issuing_authority,location,material,material_description,name,object_function,obverse_legend,obverse_type,original,original_or_copy,other_bibliography,other_notes,painter,painter_mod,period,period_for_sort,periods,perseus_version,physical,placement,plan,potter,potter_mod,primary_citation,region,relief,reverse_legend,reverse_type,scale,scale_for_sort,sculptor,sculptor_mod,sculpture_type,see_also,shape,shape_description,site_type,sources_used,start_date,start_mod,style,subject_description,summary,technique,technique_description,objtype,unitary_date,unitary_mod,ware
aa_1880,aa_1880,,"Aegina, E. Ped. 2, fig. E 1: Athena",compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/^50,/0/default.jpg",,,,,,,,,,"Aegina, Temple of Aphaia",,,,Statuary group,,"Munich, Glyptothek",,,,Fragmentary,"<P>Only a small proportion of the figure is preserved, but those fragments include: head, including all of the face; right shoulder and breast; both feet; lower left arm and hand grasping aegis.</P>","Aegina, Sanctuary of Aphaia",From,,,-485.0,,,,,<P>Restored H 1.74 m (= H of ped.); H of head frag. 0.31 m</P>,,,-480,ca.,Leslie Becker,,,,,"Aegina, Sanctuary of Aphaia",Excavated at,"<P>Like the West Pediment Athena, she stands in the center of the gable, overseeing the battle that rages on either side. Unlike the West Athena, she is more of a participant. The moment or attitude depicted is a different one. The West Athena stood as if unwilling to impose herself on the evenly matched contestants. Here too the sides are balanced, but Athena intervenes. She wields her aegis like a weapon, which she has draped over her left arm. The wide-set feet suggest a step, imminent if not yet realized. They also serve to balance the outstretched left arm which, weighted with the heavy aegis, would otherwise destabilize her. A fighting Athena is not un-archaic; she appears as such in the slightly earlier Acropolis pediment and elsewhere, though such instances are normally Gigantomachies and Athena is not the central figure. The important development here, however, is the way in which the active figure with all limbs extended visually unifies the pediment, rather than dividing it into two halves. Her more militaristic stance may also be significant in understanding the political context of the East Pediment and the reason for the change of design.</P><P>If her pose and relation to the composition as a whole exhibit a stylistic development on one level, the details of drapery and body show a striking change as well. A comparison of the heads is particularly instructive, since both are so well preserved. Ridgway has noted that the features of the East Athena occupy a larger proportion of the face. The shape is also clearly different. The widest point is at the temples rather than the cheeks, hence creating a truer oval and de-emphasizing the horizontal aspect. The added metal hairpiece was shaped to emphasize the oval or vertical aspect as well (see reconstruction drawing of the head). The upper lip is now much more prominent, down-playing the so-called archaic smile still quite noticeable in the West Athena. However the hint of a smile, as well as the relatively strong projection of the cheekbones, place the head on the crest of Early Classical development rather than well within it. The fragments of drapery likewise suggest a more free-flowing, less schematic design than the drapery of the West Athena. The contrast between the two figures is indeed great, so much so that they are often cited as representing the watershed between the Late Archaic and Early Classical style. Because of the fast-breaking developments in this period, the estimated difference in actual date may sometimes be exaggerated.",,,,"1990.13.1110,1990.13.1121,1990.13.1127,1990.13.1230,1990.13.1231,1990.13.1232,1990.13.1233,1990.13.1234,1990.13.1235,1990.13.1236,1990.13.1237,1990.13.1238,1990.13.1239,1990.13.1240,1990.13.1241","1990.13.1110,1990.13.1121,1990.13.1127,1990.13.1230,1990.13.1231,1990.13.1232,1990.13.1233,1990.13.1234,1990.13.1235,1990.13.1236,1990.13.1237,1990.13.1238,1990.13.1239,1990.13.1240,1990.13.1241",Aegina East Pediment 2,,,,,,Perseus,Marble,<P>Parian Marble</P>,Aegina E 1,,,,,,,,,,Late Archaic,28. Late Archaic,,1.0,,East pediment 2,,,,,Saronic Gulf,,,,Life-size,,,,Architectural,,,,,,-490,ca.,Late Archaic,"Relatively little of the East Pediment Athena is preserved. Fortunately those fragments which have survived allow a reasonably full reconstruction of the figure. Feet fragments attached to part of the plinth, together with part of the bedding in the pediment floor, suggest both feet faced right. Fragments of the left lower arm and hand grasping the aegis edge show that it was extended from the body, probably in the same direction. A fragment of the right breast and shoulder as well as the neck of the well-preserved head suggest a twist of the upper body the upper torso and head faced essentially outward, toward the viewer. The whole recalls the figure of Athena on the krater in Boston by the Tyszkiewicz Painter (<rs type=""vase"">Boston 97.368</rs>), as Ohly observed. There too she oversees a battle. Ohly believes Athena appears in her role as patron goddess of the Greeks at Troy, specifically here of the heroes of Aegina, with no allusion to her role as patroness of Athens.",Athena,,,Sculpture,,,
1990.13.1110,i1990131110,aa_1880,"Aegina E 1, Athena of East Ped. 2, drawing of head with added hairpiece, after Ohly",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.13.1110/full/^50,/0/default.jpg","Photograph by Maria Daniels, copyright Staatl. Antikensammlungen und Glyptothek, Mnchen","Aegina E 1, Athena of East Ped. 2, drawing of head with added hairpiece, after Ohly",aa_1880,https://iiif.perseus.tufts.edu/iiif/3/1990.13.1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.13.1121,i1990131121,aa_1880,"Aegina E 1, Athena of East Ped. 2, drawing of reconstructed Athena, after Ohly",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.13.1121/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.13.1121/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.13.1121/full/^50,/0/default.jpg","Photograph by Maria Daniels, copyright Staatl. Antikensammlungen und Glyptothek, Mnchen","Aegina E 1, Athena of East Ped. 2, drawing of reconstructed Athena, after Ohly",aa_1880,https://iiif.perseus.tufts.edu/iiif/3/1990.13.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1975,aa_1975,,Grave Stele of Hegeso,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/^50,/0/default.jpg",,,,,,,,,,,,,,Single monument,,"Athens, National Archaeological Museum",,,,Intact,"Almost complete, but restored on the edges, where it is chipped (and the plinth has mostly broken off). Except for damage on the head of Hegeso, the figures are in good condition.","Athens, Kerameikos",Probably from,,,0.0,,,,,H. 1.58 m; W. 1.00 m,,,-400,ca.,Amy C. Smith,,,,,"Athens, Kerameikos",Found at,"<P>The scene takes place within a naiskos, comprised of two rectangular antae supporting a pedimental entablature, with three floral akroteria. The klismos slightly overlaps the anta on the right side.</P><P>On the basis of the diaphanous garments and the overall high quality of the stele, Karouzou (78) suggests that this may have been created by Kallimachos or a student.</P>",,,,"1987.01.0078,1990.10.0072,1990.10.0073,1990.10.0074,1990.10.0075,1990.10.0076,1990.10.0077,1990.10.0078,1990.10.0079,1990.10.0080,1990.10.0081,1990.10.0082,1990.10.0083,1990.10.0084,1990.10.0085","1987.01.0078,1990.10.0072,1990.10.0073,1990.10.0074,1990.10.0075,1990.10.0076,1990.10.0077,1990.10.0078,1990.10.0079,1990.10.0080,1990.10.0081,1990.10.0082,1990.10.0083,1990.10.0084,1990.10.0085",,,"On the architrave, beginning above the right edge of the head of the servant: <foreign lang = ""Greek"">*H*G*H*S*W *P*R*O*C*E*N*O</foreign>, ""Hegeso, daughter of Proxenos"".","<bibl><hi rend=""ital"">IG</hi> I.2 1079</bibl>; <bibl>Davies 1971, 477-79</bibl>",,,Perseus,Marble,,"Athens, NM 3624",Funerary,,,,Original,"<bibl>Vierneisel-Schlrb 1988, 95 n. 28</bibl>; <bibl>Fuchs 1983, 490 ff., fig. 574</bibl>; <bibl>Schmaltz 1983, 7-23, passim., figs. 1-2</bibl>; <bibl>Karouzou 1981, 78, pls. 93a-b</bibl>; <bibl>Robertson 1975, 363, 366, pl. 121d</bibl>; <bibl>Frel 1969, no. 17, pl. 1</bibl>; <bibl>Adam 1966, 59</bibl>; <bibl>Braun 1966, 18 ff.</bibl>; <bibl>Thimme 1964</bibl>; <bibl>Dohrn 1957, 99 ff., pls. 6, 8a, 22b, no. 41</bibl>; <bibl>Ssserott 1938, 96</bibl>; <bibl>Diepolder 1931, 27, pl. 20</bibl>; [...]",,,,High Classical,42. High Classical,,3.0,,,,,,,Attica,,,,Under life-size,,Kallimachos,Suggested attribution to,"Stele, relief-decorated",,,,,"<bibl>Clairmont 1993, 2.95, cat. 2.150 (ill.)</bibl> (with full bibliography); <bibl>Stewart 1990, 172, fig. 477</bibl>; <bibl>Boardman 1985a, 184, fig. 151</bibl>; <bibl>Karouzou 1968, 77-78, pl. 32</bibl>",-410,ca.,High Classical,"A girl (servant) standing in a relaxed pose to the right, wearing slippers, a long, unbelted tunic, with long sleeves, and her hair bound in a sakkos, holds an opened box on the knees of a mature woman, seated profile to the left, on a klismos. Her sandalled feet rest on a footstool. Her himation, which is veiled over her head, and bunched in her lap, mostly covers her undergarment (chiton). She holds the box with one hand, and raises her right hand slightly, presumably holding a beloved jewel, at which she gazes.",Hegeso seated with servant,Low relief,,Sculpture,,,
1987.01.0078,i1987010078,aa_1975,Stele of Hegeso,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.01.0078/full/^50,/0/default.jpg",Photograph courtesy of the Greek Ministry of Culture,Stele of Hegeso,aa_1975,https://iiif.perseus.tufts.edu/iiif/3/1987.01.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.10.0072,i1990100072,aa_1975,"Stele of Hegeso, general view",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.10.0072/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.10.0072/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.10.0072/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of Greek Ministry of Culture","Stele of Hegeso, general view",aa_1975,https://iiif.perseus.tufts.edu/iiif/3/1990.10.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.10.0073,i1990100073,aa_1975,"Stele of Hegeso, view from left of center",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.10.0073/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.10.0073/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.10.0073/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of Greek Ministry of Culture","Stele of Hegeso, view from left of center",aa_1975,https://iiif.perseus.tufts.edu/iiif/3/1990.10.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3652,aa_3652,,Constantine the Great,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/^50,/0/default.jpg",,,,,,,,,,,,,,Original/copies,,"Museum of Fine Arts, Boston",,,,Nearly complete,Right arm and left hand broken off. Green patina.,,,,,0.0,,,,,H 0.186 m,,,,,Pamela J. Russell,,,,,Gaul,Said to be from,,,,,"1997.03.2355,1997.03.2356,1997.03.2357,1997.03.2358,1997.03.2359,1997.03.2360,1997.03.2361,1997.03.2362,1997.03.2363,1997.03.2364,1997.03.2365,1997.03.2366,1997.03.2367","1997.03.2355,1997.03.2356,1997.03.2357,1997.03.2358,1997.03.2359,1997.03.2360,1997.03.2361,1997.03.2362,1997.03.2363,1997.03.2364,1997.03.2365,1997.03.2366,1997.03.2367",,,,,,,Perseus,Bronze,,Boston 62.1204,,,,Copy,Copy,,,,,Late Roman Imperial,72. Late Roman,,4.0,,,,,,,Gaul,,,,Miniature,,,,Free-standing portrait statue,,,,,"<bibl>Comstock & Vermeule 1971</bibl>, 154-155 no. 177; <bibl>Romans and Barbarians</bibl>, 73 no. 103",,,,"The emperor Constantine the Great (ruled 306-337) wears an animal (wolf?) skin cloak, a cuirass, a tunic, and boots. He is depicted as a legionary officer to symbolize his heroic leadership and prowess. Constantine became emperor when he was in Britain in 306, following the death of his father. This statuette may date from the early years of his reign.",Constantine the Great,Solid cast,,Sculpture,306,exact,
1997.03.2355,i1997032355,aa_3652,Constantine the Great: frontal view,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.2355/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Constantine the Great: frontal view,aa_3652,https://iiif.perseus.tufts.edu/iiif/3/1997.03.2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.03.2356,i1997032356,aa_3652,Constantine the Great: view from right,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.2356/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.2356/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.2356/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Constantine the Great: view from right,aa_3652,https://iiif.perseus.tufts.edu/iiif/3/1997.03.2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.03.2367,i1997032367,aa_3652,"Constantine the Great, detail of head and torso: view from right",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1997.03.2367/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1997.03.2367/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1997.03.2367/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston","Constantine the Great, detail of head and torso: view from right",aa_3652,https://iiif.perseus.tufts.edu/iiif/3/1997.03.2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3873,aa_3873,,Abdera,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<P>Traditionally founded by Herakles, Abdera was in fact a 7th century B.C. colony of Klazomenai which was reestablished in the 6th century by Ionians refugees from Teos. It fell under Persian control in 490 B.C. and later became a member of the Delian League. Philip II conquered the city in ca. 350 B.C. and in 196 B.C. Rome declared it a free city. The city suffered two major destructions: in 376 B.C. at the hands of the Thracian tribe of the Triballi and in 170 B.C. by a Roman force. Abdera was famed for the beauty of its coinage and as the birthplace of Democritus and Protagoras. Although occupied into the Byzantine period it had lost all political importance during the Roman Imperial period.</P>",,,,,,,Donald R. Keller,,,<P>Excavations began 1950 by D. Lazarides for the Greek Archaeological Service.</P>,,,,,,,,"1987.08.1401,1990.27.0428,1990.27.0429,1990.27.0430,1990.27.0431,1990.27.0432,1990.27.0433,1990.27.0434,1990.27.0435,1990.27.0436,1990.27.0437,1990.27.0439,1990.27.0440,1990.30.0017","1987.08.1401,1990.27.0428,1990.27.0429,1990.27.0430,1990.27.0431,1990.27.0432,1990.27.0433,1990.27.0434,1990.27.0435,1990.27.0436,1990.27.0437,1990.27.0439,1990.27.0440,1990.30.0017",,,,,,,Perseus,,,Abdera,,,,,,"<bibl>W. Regel, ""Abdera,"" AM 12 (1887) 161ff.</bibl>; <bibl>J.M.F. May, The Coinage of Abdera (1966)</bibl>",,,,,,<P>Archaic</P><P>Classical</P><P>Roman</P><P>Byzantine</P><P>Geometric</P>,1.0,"<P>The city had two harbors, the larger one protected by a mole and city fortification walls. The walls extended ca. 5.5 km and enclosed a city designed on the Hippodamian grid system in the 4th century B.C. Houses of the Hellenistic and Roman period survive, as do the theater, Roman baths and a terracotta figurine workshop. Byzantine fortifications have obscured earlier remains on the acropolis.</P>",,,,,,Thrace,,,,,,,,,,,,Fortified city,"<bibl>PECS, 3-4</bibl>; <bibl>Barber 1988, 641-642</bibl>; <bibl>Leekley and Efstratiou 1980,161</bibl>; <bibl>Lazarides 1971</bibl>",,,,,"A coastal city on Cape Bulustra, E of Kavalla.",,,Site,,,
1987.08.1401,i1987081401,aa_3873,"View to W and Mt. Pangaion, Abdera",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.1401/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"View to W and Mt. Pangaion, Abdera",aa_3873,https://iiif.perseus.tufts.edu/iiif/3/1987.08.1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.27.0428,i1990270428,aa_3873,"Detail of main city gate, from NW, Abdera",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.27.0428/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.27.0428/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.27.0428/full/^50,/0/default.jpg",Photograph by Beth McIntosh and Sebastian Heath,"Detail of main city gate, from NW, Abdera",aa_3873,https://iiif.perseus.tufts.edu/iiif/3/1990.27.0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_3874,aa_3874,,Acharnai,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,<P>In 431 B.C. the Spartans under King Archidamos occupied the site and used it as a base from which to ravage the Attic countryside. In 404 B.C. the forces of the Thirty Tyrants also used the deme site as a base.</P>,,,,,,,Donald R. Keller,,,<P>Little exploration has been done.</P>,,,,,,,,"1987.08.2304,1994.01.0025,1994.01.0026,1994.01.0027,1994.01.0028","1987.08.2304,1994.01.0025,1994.01.0026,1994.01.0027,1994.01.0028",,,,,,,Perseus,,,Acharnai,,,,,,"<P><bibl>E. Dodwell, A Classical and Topographical Tour through Greece... (1819) Vol. 1, 521-522</bibl>. <bibl>A. Milchhfer, ""Antikenbericht aus Attika,"" AM 13 (1888) 337-343</bibl>. <bibl>E. Kirsten, ""Acharnai,"" Kl. Pauly (1964) Vol. 1, 43</bibl>. <bibl>E. Vanderpool, ""The Acarnaian Aqueduct,"" 166-175 in Charistirion eis Anastasion K. Orlandon I (1965)</bibl></P>",,,,,,<P>Classical</P>,1.0,"<P>Acharnai was the largest of the Attic deme sites and known to have been located 60 stades from Athens. Although its exact position remains uncertain, it is believed to have been S of Mt. Parnes, in the area of the modern village of Menidi (where inscriptions with Acharnaian names have been found). Ancient sources refer to sanctuaries of Apollo Argyieus and Herakles and a temple of Ares and Athena Areia at the site, but no trace of these remains have been found.</P>",,,,,,Attica,,,,,,,,,,,,Settlement,"<P><bibl>PECS, 6</bibl>,<bibl>Leekley and Noyes 1976, 1</bibl></P>",,,,,Attic deme site.,,,Site,,,
1987.08.2304,i1987082304,aa_3874,"Doorway of the tomb with lintel and large and small blocks, Acharnai, Tholos Tomb",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1987.08.2304/full/^50,/0/default.jpg",Photograph courtesy of Thomas Martin and Ivy S. Sun,"Doorway of the tomb with lintel and large and small blocks, Acharnai, Tholos Tomb",aa_3874,https://iiif.perseus.tufts.edu/iiif/3/1987.08.2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.01.0025,i1994010025,aa_3874,"View looking W from Menidi, Acharnai",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1994.01.0025/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1994.01.0025/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1994.01.0025/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View looking W from Menidi, Acharnai",aa_3874,https://iiif.perseus.tufts.edu/iiif/3/1994.01.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.01.0026,i1994010026,aa_3874,"View looking NW from Menidi toward Mount Parnes, Acharnai",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1994.01.0026/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1994.01.0026/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1994.01.0026/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View looking NW from Menidi toward Mount Parnes, Acharnai",aa_3874,https://iiif.perseus.tufts.edu/iiif/3/1994.01.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.01.0027,i1994010027,aa_3874,"View looking N from Menidi toward Mount Parnes, Acharnai",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1994.01.0027/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1994.01.0027/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1994.01.0027/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View looking N from Menidi toward Mount Parnes, Acharnai",aa_3874,https://iiif.perseus.tufts.edu/iiif/3/1994.01.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.01.0028,i1994010028,aa_3874,"View looking S from Menidi toward Athens, Acharnai",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1994.01.0028/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1994.01.0028/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1994.01.0028/full/^50,/0/default.jpg",Photograph by Maria Daniels,"View looking S from Menidi toward Athens, Acharnai",aa_3874,https://iiif.perseus.tufts.edu/iiif/3/1994.01.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
